Bahnaric,Vietnamese,pos,theme
yă gah kơdrăng,bà nội,d.,people
yă gah tơhnglo,bà nội,d.,people
'nau,mới,t.,time
'yă,bà nội,d.,people
'ne 'năi,nhắc,đ.,place
yă gĕh 'bă,bà nội,d.,people
'ngah,tảng sáng,đ.,ill
'ngam,ngọt,t.,animal
'ngam,ăn,đ.,body
'ngen 'ngon,lắc cổ qua lại,st.,animal
'ngeng 'ngong,chỉ rắn lớn bò ngoằn nghèo,trt.,time
'ngi,sồn,t.,time
'ngial,thoăn,dtđv.,food
'ngial,thoắt,t.,time
'ngieu,bên trái,đt.,ill
yă păh drŏ nglo,bà nội,d.,people
'ngik 'ngưk,loại con bọ rầy ăn rễ cây,t.,time
kơdroh,bã rượu,d.,food
'bak,bác,d.,people
'bok,bác,d.,people
mih,bác,d.,people
nă,bác,d.,people
'ngiĕn,trái,t.,place
'nglal,đầu trần,dtđv.,food
'nglơch,trọc đầu,dtr.,food
'ngoi,ngước mắt lên,lt.,animal
'ngok,nhộng,đ.,time
hut,bác,d.,people
'ngok,óc,đ.,place
'ngol,bất hòa,t.,time
'ngot,cưa,đ.,animal
'ngot,cứa,đ.,animal
'ngrơ̆i,sực,đ.,animal
mĭh,bác,d.,people
'nguk,gật,đ.,time
'ngul 'ngơl,đầu lắc qua lắc lại,cpl.,food
'nguôn,bí,t.,ill
'nguôn akău,núp,đ.,food
'nguôn akău,nấp,đ.,time
tu`k,bác,d.,people
'ngông,dài thòng,đ.,ill
bok,bác,d.,place
'ngĕl 'ngĕl,lắc đầu từ chối,đt.,animal
'ngĕl 'ngŏl,đầu nghiêng qua nghiêng lại,t.,animal
'ngĕnh 'ngĕnh,lắc,đ.,time
'ngĕnh 'ngĕnh kơ̆l,lắc đầu,đ.,animal
'ngĭl,lắc,đ.,time
'băk,bắc,d.,food
'ngĭl 'ngŭl,ngủ gà ngủ gật,đ.,place
'ngĭnh,sồn,Th.,body
'ngĭnh,sột,đ.,animal
'ngŏi 'ngŏi,dáng đi lững thững một mình,d.,body
'ngŏl,gật đầu,đ.,animal
'ngŭk,gật đầu,đ.,time
'ngŭk ngăk,bổ củi xanh,trđt,food
'ngŭk ngăk,con bổ củi xanh,lt.,time
'ngŭl,gật đầu,đ.,time
'ngơ'ngă 'ngơ'nghĕch,dáng nhiều người ,trđt,animal
'ngơn,ngóc,đ.,time
'ngơn,ngóc lên,đt.,body
'ngơn,thò đầu ra xem,d.,animal
'ngơ̆i 'ngơ̆i,dáng đi lững thững,lt.,animal
'ngơ̆i 'ngơ̆i,nhiều vật ngóc đầu lên,d.,animal
bŏbah,bắc,d.,ill
'ngưk,rầy,đ.,body
'nhaih,quả ngựa dính,trt.,time
'nhan,dính,đ.,ill
bơbah,bắc,d.,animal
'nhao,rửa,đ.,ill
'nhau,rửa,đ.,ill
'nhau,vo,đ.,animal
'nhau,ẩu,đ.,food
'nhe 'nho,cực chẳng đã,đ.,animal
'nhek,nhe,đ.,food
'nhek,xái thuốc lá,lt.,ill
'nhek,đen thui,t.,body
'nhem,thức,đ.,place
chơng rơng,bắc,d.,animal
'nher,mắt híp,trđt,body
'nher,thỉu,đ.,animal
'nhet 'nhet,bệnh kiết lỵ,dtđv.,animal
'nheu,nheo,đ.,time
'nhi 'nhĭp,nháy mắt liên tục,d.,animal
'nhich 'nhuch,nhún lên nhún xuống,Th.,time
băk,bắc,d.,place
'nhik,cuốc nhỏ,đt.,animal
'nhik,cái cuốc,thđ.,body
'bak,bạc,d.,thing
'bŏng,bạc,d.,thing
'nhip,làm việc qua loa,trt.,food
glang,bạc,d.,thing
hu,bạc,d.,thing
'nhit 'nhit,dẻo,t.,ill
'nhiu,làm,đ.,animal
'nho,làm,đ.,food
'nhoi,lim dim,đ.,ill
ko,bạc,d.,food
'nhranh,giãy,đ.,food
'nhranh,giụa,dtđv.,time
'nhriu,mù mịt,t.,body
'nhriu,vẽ mặt hầm hằm,thđ.,body
'nhrong,luôn,trt.,ill
'nhrong,nguyên cây,đt.,place
'nhrui,tùm,đ.,ill
'nhrui,um,đ.,place
'nhră,chỉ định,đ.,body
'nhrăm,đoán chừng,đ.,food
'nhrăng,săn,đ.,body
'nhrŏn,gọn gàng trên lưng,dtđv.,food
'nhrŏn,luôn,trt.,time
'nhrŭ,nhuộm,đ.,time
'nhrŭ,nhúng,đ.,place
'nhrơnh,giãy,đ.,body
'nhrơnh,nhảy,đ.,animal
'nhrơnh,nảy,đ.,food
'nhrơ̆,ngần ngại,đ.,place
'nhrơ̆t,dừng lại một cách thình lình,dtr.,animal
'nhrơ̆t 'nhrơ̆t,tiếng nhai kêu sừn sựt,t.,place
'nhuch 'nhuch,nhún lên nhún xuống,trđt,time
'nhueng,nhọn,t.,place
kăk,bạc,d.,time
'nhuin,chậm chạp,t.,time
'nhup,qua,đ.,food
'nhut,kéo rồi thả như cá mắc câu,lt.,animal
'nhôn 'nhôn,kéo dài ra,trt.,place
lêk,bạc,d.,place
pơđam,bạc,d.,food
tơkil,bạc,d.,body
'nhă,bươm,đ.,ill
'nhă,xái thuốc,dtđv.,body
tơkă,bạc,d.,ill
'nhăk,đem theo,đ.,animal
'nhăk,đi,đ.,animal
'nhăm,heo rừng,dtr.,place
bôk,bạc,d.,time
'nhăt,có,đ.,food
'nhĕ,nhỏ xíu,t.,animal
'nhĕ 'nhŏ,nhỏ,t.,body
'nhĕk,bỗng nhiên,trt.,place
'nhĕk,mang theo,cpl.,time
'nhĕl,thọt,đ.,animal
'nhĕl,đui,đ.,ill
'nhĕm,nếm thử,st.,time
'nhĕng,mang theo,thđ.,ill
'nhĕp  'nhĕp,nháy mắt liên tục,d.,time
'nhĕp 'nhĕp,nháy mắt liên tục,st.,body
dêh,bạc,d.,ill
'nhĭk,nhơn,t.,animal
tơkôl,bạc,d.,ill
'nhĭp,bắt đầu lên da non,lt.,ill
bac,bạc,d.,food
'nhŏ,vừa,trt.,food
'nhŏi,nhái giọng,dtr.,food
maih,bạc,d.,place
'nhŭ,chua,t.,time
'nhŭ,dấm,đ.,body
tơhrơk,bậc,d.,body
kơnao,bậc,d.,place
'nhŭ,mắm,đ.,food
'bok bơgang,bác sĩ,d.,animal
chơng rơng kung,bắc thang,d.,animal
ngĕi,bách,d.,place
'nhŭk,cái lảy,dtr.,food
'nhŭk,lảy,đ.,ill
'nhŭm,búi tóc,đ.,time
'nhơ,cái ấy,t.,animal
'nhơ,thiu,đ.,body
'nhơy,cắn xé,đ.,place
ngẽi,bách,d.,body
'ni 'năi,giống như trước,t.,ill
'bach,bách,d.,food
'noch,vót nhọn,d.,ill
khim,bạch,d.,animal
'noh,đó,đt.,ill
'noh,đấy,đt.,place
'noh,ấy,đt.,animal
'nol,cỡn,đ.,animal
'nol,nhảy,đ.,ill
'not,thoi,đ.,ill
'not,thóp,đ.,body
hơi,bạch,d.,place
'nu,một,st.,body
'bach,bạch,d.,place
bach,bạch,d.,time
'nut,đậy,đ.,food
'nâu,đây,đt.,food
'nôk,bắt đầu biết yêu,thđ.,time
'nôl,cỡn,đ.,place
'nôl,nhảy,đ.,body
'nôm,tiểu,đ.,time
'nôm,đi tiểu,đ.,time
'nôm,đái,đ.,place
'nông,bềnh bồng,đ.,time
'nông,chình ình,đ.,animal
'nô̆ kơ'nô̆,khệ nệ đi,trt.,ill
'nă,cười,đ.,animal
'nă,nói,đ.,body
'năk,cắm,đ.,body
'năk,gài,đ.,animal
pơangeh jĩ ako,bạch hầu,d.,ill
'năk,măng cung,trđt,time
'năp,cái thóp,cpl.,ill
'năp,thóp,đ.,body
'năr,ba,st.,time
pơangeh jĭ ako,bạch hầu,d.,food
'năr,hoàng,đ.,body
mong,bạch tạng,d.,food
'năr,mặc,đ.,animal
sơmat,bái,d.,body
'bai,bài,d.,body
bai,bài,d.,animal
bri,bài,d.,body
pơxrăm,bài,d.,time
tơdrong,bài,d.,animal
'bar,bài,d.,body
b`ai,bài,d.,food
bo`ng,bài,d.,place
bŏng,bài,d.,animal
'năr minh,ngày mồng một,st.,animal
'năr sa mŏk,lễ mừng lúa mới,đt.,animal
drŏu,bài,d.,animal
nơ̆r,bài,d.,body
nỡr,bài,d.,place
'nĕk,chuyển,đ.,place
'nĕk,cựa,đ.,body
'nĕk,khệ,trt.,body
'nĕk,nấc,đ.,ill
ƀai,bài,d.,time
'nĕt,từ,Gt.,animal
chơ'bră,bãi,d.,place
'nĭt,từ,Gt.,body
chơ'brĕch,bãi,d.,body
'nŏ,mình,đt.,body
'nŏ kơ'nŏ,gọn gàng trên lưng,trđt,time
'nŏk,cụt,t.,ill
kă,bãi,d.,ill
'nŏl,cỡn,đ.,time
'nŏl,nhảy,đ.,ill
'nŏn,nệ,đ.,food
'nŏt,quậy,đ.,ill
'nŏt 'nŏt,từ từ tiến lên,thđ.,place
'nŭk,mạp,st.,food
'nŭk,mập,t.,body
'nŭng,gói lại,trt.,time
'nŭng,uyển,t.,body
'nŭt,đậy,đ.,body
'nơ 'nơt,thong thả bước đều,thđ.,place
pd'nhau,bãi,d.,food
'nơt 'nơt,đi thong thả bước đều,trđt,place
'nơ̆k,chèo ngược dòng,thđ.,ill
'nơ̆k  'nơ̆k,đi thong thả đều bước,Th.,animal
'nơ̆k 'nơ̆k,đi thong thả đều bước,trt.,time
teh tơmăn,bãi,d.,time
'nơ̆n,một loại chuối rừng,trt.,animal
'nơ̆u,này,đt.,food
achăng,bãi,d.,place
'ră tơ'ră,rớt,đ.,place
'ră tơ'ră,từ trên rớt xuống,dtr.,place
'yem,chúng mày,đt.,food
anih,bãi,d.,place
cham,bãi,d.,animal
glaih,bãi,d.,food
'yoh ai,nhục,t.,place
'yol,chảy,đ.,ill
'yol,tuôn,đ.,body
'yol blai,tuôn,đ.,time
'yung,dậy,đ.,ill
'yung,lên,đ.,ill
'yung,thức,đ.,body
'yung,đứng,đ.,body
'yung,đứng dậy,đ.,food
'yung đưng tep,ngủ dậy,đ.,body
'yôt,oằn,đ.,time
'yôt gơdung,oằn,đ.,body
'yă,vài,thđ.,ill
tơ nõk,bãi,d.,ill
'yĕ,nhỏ,t.,place
'bai bơ tho,bài giảng,d.,animal
'yŏk,bớt,đ.,animal
'yŏk,lấy,đ.,place
'yŏk,nhận,đ.,place
'yŏk 'bơt,bớt,đ.,food
'yŏk 'long ŭnh,lấy củi,trt.,place
'yŏk adrol,mượn,đ.,body
'yŏk adrol,vay,đ.,ill
'yŏk chơtŭ,vờn,đ.,place
'yŏk dơ̆ng,vớt,đ.,place
'yŏk jên ruôt tơmam,tiêu tiền,đ.,place
'yŏk pơnưp,vờn,đ.,place
b`ai bơ tho,bài giảng,d.,time
'yŭ,hoảng hốt,đ.,time
'yŭ,sợ,đ.,place
bai bơ tho,bài giảng,d.,animal
'yŭk,dục,đ.,food
'yơ̆u,kia,đt.,body
b`ai,bài học,d.,body
'ban,ban,d.,thing
'noh,ban,d.,time
@,@,lt.,body
[pơ'dik,lên,đ.,animal
^'mỡt^,thẳng,t.,food
amăng,ban,d.,food
anoh,ban,d.,body
anãr,ban,d.,food
`bơ̆,làm,đ.,ill
anăr,ban,d.,place
axong,ban,d.,place
a,nên thân,đ.,ill
a,thần từ khi mừng rỡ,dtr.,ill
a droi,trước,Gt.,animal
kơ,ban,d.,time
ă`n,ban,d.,place
a kâu 'do lôch,xác chết,đ.,body
a'jă,trong trắng,t.,food
a'moch,mò mầm,d.,food
a'moch,để giống,Gt.,ill
a'nhur,hạ giá,đ.,food
a'nhur,uống rượu đón dâu,đt.,ill
aah,thế đấy,t.,ill
aah,tiếng đuổi chim,đt.,body
aaih,á,đ.,animal
abah abah,xuôi theo dòng nước,t.,food
abai,ghè có miệng rộng,trđt,place
abak,kẽ ở ngắn tay,thđ.,ill
abri,qua,đ.,animal
abrĕn,tê,đt.,food
ăn,ban,d.,ill
abôn,êm,t.,ill
abĕn,váy,đ.,animal
abŏt,đọt mây non ăn được,đt.,ill
ban,ban,d.,place
abơ̆,quơ,đ.,ill
abơ̆u,một nghìn,lt.,body
abơ̆u,nghìn,st.,body
ach,bốn đời,t.,time
acham,làm dấu ,lt.,ill
acheh,mảnh,dtđv.,ill
achep,lang củi để dưới rằm nhà,dtđv.,ill
achom,múi,đ.,place
achom kruôĭ 'bŏng,múi bưởi,lt.,time
achon,hòn đảo,dtđv.,time
achoôm,thân thiết,t.,food
achô̆,một ôm,trđt,time
achăm,giòn,t.,ill
achăng,ly dị,đ.,place
achĕp,bó nhỏ,dtr.,ill
achĕp,một bó nhỏ ,d.,place
achĕp,một bó nhỏ rau,dtđv.,time
achŭ,va nhẹ đầu vào,đt.,body
achŭt,đẩy củi vào bếp,trđt,food
achơ,khinh chê,dtđv.,ill
noh,ban,d.,ill
achơ̆m,đụng nhau,dtđv.,body
achơ̆t,dứt,đ.,body
achơ̆t,giới hạn,đ.,time
achơ̆t,ngưng lại,đ.,food
achơ̆t,nói dứt thoát,cpl.,time
'ban,bàn,d.,thing
ada,chậm,t.,place
ada,con vịt,thđ.,ill
chơ'bang,bàn,d.,thing
adal,cẩn,đ.,place
chơnang,bàn,d.,thing
adal,khẽ,t.,time
adal,thong,t.,body
adal,thả,đ.,time
hanang,bàn,d.,thing
adan,mục tiên,st.,place
adar,chậm,t.,place
adar,từ,Gt.,food
hơlâu,bàn,d.,thing
ade,một loại lồ ô,trt.,animal
ade,rong dưới sông,Th.,animal
adeh,rãi,st.,ill
adiĕng,bí tích,cpl.,ill
adoi,cũng,trt.,time
adon,buồng chuối,trt.,ill
adon,xếp,đ.,body
jỡng,bàn,d.,thing
adraih,dụng cụ đuổi chim,dtr.,ill
adraih,độn,đ.,food
kơ 'bang,bàn,d.,thing
adral,đánh dấu,đ.,place
adrang,đuổi đi,đ.,body
adrap,cảm cúm,t.,animal
kơ bang,bàn,d.,thing
adreh,độn,đ.,ill
adrei,chày giã gạo,t.,body
adrei,trụ rào,t.,food
adrĕng,hết,đ.,ill
adrĕng,rang,đ.,food
kơ'bang,bàn,d.,thing
adrih,hỉ mũi,đ.,time
adrih,sống,đ.,ill
adrih,xanh tươi,t.,place
adrih 'ba,mạ,đ.,time
adrih (hla 'nhĕt a drih,tươi,t.,animal
adrin,gắng,đ.,place
adrin,quá lắm,đ.,time
adro,con ve ve,thđ.,place
adro,góa,đ.,time
kơbang,bàn,d.,thing
adroi,trước,Gt.,body
adrok,da hay vỏ cứng thú vật,st.,body
adrol,kích,đ.,food
adrol,trước,Gt.,time
adruh,nữ thanh niên,dtr.,place
adruk,nhảy xuống,st.,body
kơdơ̆,bàn,d.,thing
kơpang,bàn,d.,thing
adruĕch,thon dần lại,cpl.,food
adrâu,cái xăm kéo cá,st.,place
adrâu,xăm kéo cá,t.,food
adrêch,nòi,đ.,body
adrêch,nòi giống,đ.,ill
adrê̆,bỏ,đ.,food
adrê̆,chết,đ.,time
adrăl,bất đắc kỳ tử,t.,food
adrăl,hồi tỉnh,đ.,time
long,bàn,d.,thing
adrăng,cán dài,st.,animal
adrăng,diều hâu bất rắn,d.,time
adrăng,hang động vật,d.,ill
plă,bàn,d.,thing
adrăng,que nhựa dính ,thđ.,time
adrăp,lại,trt.,time
adrĕag,bớt lửa,lt.,place
adrĕag,bớt lửa ,st.,place
adrĕag,cạn nước,t.,animal
adrĕch,dòng giống,đ.,time
pơlă,bàn,d.,thing
adrĕk,thon dần lại,dtr.,ill
adrĕl,ngay tập tức,thđ.,time
adrĭng,cùng,t.,time
adrĭng,cùng một lúc,dtr.,ill
adrĭng,hơdrongl,d.,animal
pơlŭ,bàn,d.,thing
adrĭng,uhơdrông,trđt,animal
adrĭng,với,Gt.,food
adrĭng adrĭng,rập ràng,t.,animal
tơpang,bàn,d.,thing
adrŏn,chòi,đ.,place
adrŏn,cái chòi,đt.,place
adrŏng,cây đót,cpl.,time
adrũn,nhún,đ.,place
adrŭng,gói,đ.,place
adrŭng,lồng chim,st.,food
tơtra,bàn,d.,thing
dor,bàn,d.,thing
jang,bàn,d.,thing
kơ 'bang d oh tơ oĕi kơ'bang tih to.,bàn,d.,thing
adrơi,chào giã gạo,trđt,food
adrơi,trụ rào,d.,food
adrơu,nay,đt.,place
adrơ̆,khó thở,t.,ill
adrơ̆,làm nhẹ,Th.,time
adrơ̆,làm nhẹ bớt,trt.,place
adrơ̆,trúc hơi khi chết,Th.,animal
adrơ̆,xóc,đ.,animal
kơb`ang,bàn,d.,thing
adrơ̆i,chúc,đ.,food
adrơ̆i jul,chúc,đ.,food
adrơ̆l,đều nhau,trt.,body
adrơ̆m,cùng một lúc,lt.,food
adrơ̆m,vọt nước,dtđv.,food
adơi,cùng,t.,place
soi,bàn,d.,thing
trong,bàn,d.,thing
agah,gọn,t.,animal
ban,bàn,d.,body
agah,trừ,đ.,body
agah,ở ngoài,trđt,animal
aglăk,nói khích bác,cpl.,time
agong,gàng,đ.,time
agrop,ghép đôi,đ.,food
agră,khạng,lt.,body
agrĕ,nghiêng,đ.,time
agrưch,nghiêng,đ.,animal
agrưch,xiêu,đ.,animal
aguôt,cạp,đ.,ill
cham,bàn,d.,ill
cham plĕi,bàn,d.,food
agăl,triều nhiên,cpl.,time
agăm,thuốc độc ,d.,time
agĕi,giỏi,t.,ill
pơlĕi,bản,d.,time
akou,bản,d.,place
ah,khó,t.,place
ah,thở,đ.,food
ah,tại,Gt.,food
ah,tại ở,cpl.,time
ah,ở,Gt.,body
ah ha,chỉ sự vui mừng,dtđv.,ill
chih,bản,d.,animal
juăt,bản,d.,place
ah wa,tiếng khóc oa oa,dtr.,animal
ah yó,tại,Gt.,time
ah âu,đây,đt.,food
ahrai,bây giờ,đt.,ill
ahrĕi,bây,đt.,food
khôi,bản,d.,ill
ahơ̆m,được,đ.,food
ahơ̆m,ờm,dtđv.,time
ai,em ơi,thđ.,body
ai,mắn,đ.,place
ai,mệt,t.,body
ai,nhân,đ.,ill
'ban,bản,d.,body
ai,ún,t.,place
ai,ơn phúc ,trđt,food
ai brư̆,hoạ,đ.,food
ai bĭ mah,không may,lt.,body
ai bĭ mah,rủi,t.,body
aih,chảy nước miếng,d.,place
aih,úi chà,đ.,ill
ak,chim quạ,trt.,animal
ak,ngữa,thđ.,animal
ak,quạ,đ.,body
ak,thả,đ.,place
ban,bản,d.,body
pơlei,bản,d.,ill
ak,đen,t.,ill
ak chăk,con ác là,cpl.,place
'ban,bạn,d.,people
bôl,bạn,d.,people
akap,bẫy bẫy,t.,body
akap,cái bẫy,Th.,food
akap,cái bẫy chim,đt.,time
đôi,bạn,d.,people
ake,heo rừng,trđt,place
buăl,bạn,d.,people
ake,tốt,t.,ill
akei,bờ vực thăm,đt.,ill
akei,mép hiên nhà,t.,time
akhan,bảo,đ.,animal
akhan,dỗ,đ.,ill
akhan,nói,đ.,animal
akhan,trả,đ.,food
akhôl,màu muối tiêu,d.,body
băn,bạn,d.,people
akoh,luộc,đ.,place
akok,chiếc chiếu,dtr.,place
sâu,bạn,d.,people
akok,cướp giật,đ.,animal
akol,sóng ,trđt,time
akon,thót,đ.,ill
ban,bạn,d.,people
akŏm,gom lại,dtđv.,body
akuk,bệnh cúm,dtr.,animal
h'lĕ,bạn,d.,people
akuk,cảm cúm,đt.,animal
akâo,bỏng,t.,food
akâu,chắc,đ.,ill
bôl,bạn bè,d.,time
'brôih,bàn chải,d.,food
brôih,bàn chải,d.,time
akô,bẫy chim,t.,animal
akăl,lát cá,đt.,animal
akăl,phần chính yếu,lt.,food
jỡng,bàn chân,d.,place
akău,mình,đt.,place
kơ pang chĭng,bàn chân,d.,body
kơ pang jĭng,bàn chân,d.,body
akĕ,gầy,đ.,food
akĕ,ốm,đ.,body
akĕ akoih,quắt,t.,ill
kơ pang jŭng,bàn chân,d.,body
akŏi,loại kê địa phương,dtr.,body
akŏl,đốt ngón tay,đ.,time
tơ pang jâng,bàn chân,d.,body
tơ pang jơ̆ng,bàn chân,d.,body
akŏm,thu hoạch,đ.,ill
akŏp,cộng lại,lt.,place
akơi,bờ vực thăm,Th.,place
akơi,mép hiên nhà,dtr.,animal
tơpang jưng,bàn chân,d.,body
akơn,giở lên,trt.,ill
rơ,bản chất,d.,time
akơn,gối lên,d.,food
anăr dâng hĕi,ban chiều,d.,time
akơ̆t,lừa bảo,đt.,food
akơ̆t,nuốt chửng,đ.,place
akỡl chochoh,thót,đ.,animal
al,chặt,t.,place
ala,bĭ để cho đều nhau,dtr.,body
ala,chắc,đ.,time
ala,dưới,Gt.,time
ala,học,đ.,time
ala,mướn,đ.,ill
ala,phía dưới,thđ.,time
ala,vừa bán vừa cho,st.,animal
anăr dâng hẽi,ban chiều,d.,body
alah,lười biếng,t.,food
kơmăng,ban đêm,d.,ill
alak,nhãi,đ.,time
aleh,rỗi,đ.,animal
aleh,rỗi rãi,đ.,body
aliet,sờ,đ.,body
alik,nhễ,st.,time
aliĕng,lõi cây,lt.,food
aliĕng,sạch,t.,food
along,bo,đ.,animal
bôl hŏk hdoih,bạn học,d.,body
along chơchoh,thót,đ.,time
along chơchoh,thớt,đ.,animal
along hơn go,thông,đ.,animal
pơlĕi pơla,bản làng,d.,place
along kơbôih,bào,đ.,animal
along rang theng,sen,đ.,ill
aluh,trúc ra,trđt,body
aluôh,ngoan,t.,place
alê̆,biết,đ.,ill
alôh,ồ,đ.,place
alăk,dừa rừng,t.,time
alăk,phức tạp,t.,place
alăk,rượu dừa rừng,đt.,food
alăk alal,và số kể,d.,food
alăng,khôn,t.,ill
alăng,khôn khéo,t.,body
alăng,tỉnh táo,t.,time
alĕch,hướng đông,dtđv.,food
amah,nhân,đ.,animal
bơgê,ban mai,d.,food
amem,yêu,đ.,body
amem,âu,đ.,food
ami,mưa,đ.,animal
'brưch,ban mai,d.,time
amlĕng,mực nước xấp xỉ,d.,ill
amlĭn,ngồi xếp bằng,đ.,place
amoch,suốt,t.,body
amoh,chỗ đặt đôm,lt.,time
amoh,vừa đủ,st.,body
amol,trái bói,cpl.,time
amol,đầu lòng,t.,time
among,để dành,đ.,time
amra,con công,trđt,body
b`rưch,ban mai,d.,animal
amrah,giẫy cỏ,cpl.,time
amrah,lai,t.,animal
amrah,nói pha lẫn ,Th.,time
amrah,pha,đ.,food
amrah,phơi quần áo,trt.,place
amrah,tin theo nhiều đạo,trt.,place
amrah,vắt vai,trt.,time
amrah,đẽo,đ.,place
amrĕ,cay,t.,food
bơgê ,ban mai,d.,ill
'noh hĕi ,ban nãy,d.,food
amrĕl,lộng ngôn,đ.,animal
kơ'năr,ban ngày,d.,time
kơnăr,ban ngày,d.,time
amăk,mắc,đ.,body
amăk,ngoắc vào,cpl.,food
amăn,trữ,đ.,body
kơanăr,ban ngày,d.,time
amăng,cửa ra vào,st.,food
amŏl,bó lúa,lt.,body
amŏl,khúc củi,Th.,place
amơng,phớt tỉnh,đ.,ill
amơt,mò,đ.,body
hla ar pơcheh hơri,bản nhạc,d.,animal
an,yên xe,đt.,time
hrôih,ban sớm,d.,ill
kơ pang ti,bàn tay,d.,body
anai,khác,t.,time
anai ei,tiếng ô chỉ không dám,st.,ill
pơlăti,bàn tay,d.,body
anam,hạt cườm,dtđv.,body
ti,bàn tay,d.,body
anang,đúng lúc,t.,animal
anao,mới,t.,animal
anat,khó,t.,animal
anat,khổ,t.,animal
tơ pang ti,bàn tay,d.,body
anay hâu,cái thán chỉ sự tránh móc,lt.,food
anay hâu,thán chỉ sự tránh móc,dtr.,ill
tơpang ti,bàn tay,d.,body
bang kup jok,bàn thờ,d.,animal
anel,đầu nguồn,st.,time
anel,đầu tiên,t.,ill
ang,ca ngợi,đ.,time
ang,là,đ.,food
ang,nổi,đ.,body
chơ nang xoi,bàn thờ,d.,ill
kơ ban plang,bàn thờ,d.,ill
ang,vù,t.,body
chơ nang soi,bàn thờ,d.,place
kơ ban soi,bàn thờ,d.,body
kơxơ̆,ban tối,d.,ill
jĭl,báng,d.,body
ang moi,ráng đỏ lúc sáng sớm,trt.,animal
ang moi,ráng đỏ lúc xế chiều,t.,time
angiêng,gào,đ.,body
angiêng,hét,đ.,place
angiêng,kêu,đ.,animal
anglong,cây đến,đt.,time
anglong,sáp ong,đ.,time
anglong,tha mồi,Th.,body
anglong,vừa đi vừa ăn,d.,body
anglâu,ngón tay chân,đt.,place
anglă,vỗ bờ,lt.,body
anglăng,loại lá rừng ,đt.,time
preh,báng,d.,place
klai,bàng,d.,time
mơ,bàng,d.,food
anglơi,thường,trt.,animal
anguôn,giấu,đ.,place
angŏi,bổ hóng,st.,body
angơ̆m,đội khăn,đt.,food
anha,sai bảo,đ.,ill
tơring,bàng,d.,ill
anhaih,tránh xa,trđt,time
anhaih,tách ra,trđt,place
anhang,vang,đ.,animal
anhang,vang vọng,đ.,food
anhang,xuyên,đ.,body
anheh,thường,trt.,animal
anheh,thường xuyên,t.,body
‘băng,băng,d.,place
anhok,thắt cổ,đ.,ill
anhuk,gục,đ.,place
anhul,ghẹo,đ.,ill
anhul,trêu ghẹo,đ.,time
anhur,hạ xuống,d.,place
anhôm,tập trung,đ.,body
anhông,hát dân ca,st.,ill
anhă,cái vó bắt cá,lt.,time
anhă,vó bắt cá,dtđv.,food
anhăm,khinh chê,Th.,animal
anhĕch,tránh xa,cpl.,ill
anhĕch,tách ra,trđt,place
anhĭn,di chuyển,đ.,place
anhŏ,chỉ đủ,dtđv.,ill
anhŏ,không dám,trt.,ill
anhŏ,tự ti,đ.,ill
anhŭ,các loại lá có vị chua ăn được,trt.,time
anhŭk,rủ,đ.,animal
anhơi,khoe,đ.,place
anhơl,giơ cao,dtđv.,body
anhơl,ơn,đ.,place
'bang,bảng,d.,people
kơ bang chinh,bảng,d.,animal
anih vaih kơjung,đơn vị đo độ dài,đt.,time
anih vaih tơ wơ̆l,đơn vị đo diện tích,trt.,ill
anih waih hngăm,đơn vị đo trọng lượng,cpl.,food
anol tô̆,hàn thử biểu,đ.,animal
kơ băng chih,bảng,d.,ill
anol wơ̆ng,vũ,đ.,time
anong,gánh,đ.,body
kơ'bang,bảng,d.,food
kơ'bang chih,bảng,d.,time
anot,cực,t.,body
anu,ăn,đ.,food
kơbang chih,bảng,d.,body
anuh,trấu,đ.,ill
anul,chơi đùa,đ.,food
anul,nói chơi,đ.,place
anul,đấu kiếm,đ.,time
anum,gùi có nắp,thđ.,time
anung,cái gói,d.,ill
anung,gói,đ.,ill
bang,bảng,d.,time
gơ 'bang chih,bảng,d.,ill
kơ 'bang,bảng,d.,food
ană,này,đt.,ill
anăk,bay thò,dtr.,food
anăk,dọn dẹp,đ.,place
anăk,suy nghĩ chín chắn,cpl.,time
anăk,sửa đoạn,t.,place
anăn,họ,đt.,ill
kơ 'bang chih,bảng,d.,place
anăn,đặt tên,đ.,food
anăn tơngăng,tên thuốc độc,d.,ill
anăp,bệnh nổi mày đay do bị mắc hơi người khác,dtr.,body
anăp,hướng nam,đt.,time
hơbang,băng ca,d.,food
lôch,băng hà,d.,time
anŭl,đùa,đ.,body
anŭm,chòi lá sơ sài,cpl.,animal
anŭng,gói nhỏ,t.,ill
anơn,giơ lên,d.,ill
anơ̆ng,theo như,đ.,animal
anơ̆ng,đều đặn,t.,time
piut,banh,d.,ill
ao hŏp kơ drăng,áo lửng,cpl.,animal
ao hŏp kơdrăng,áo lửng,d.,body
'bang lŏng,banh,d.,body
ao khŏublŏng,áo dài tay,trt.,place
ao kong kơ đeh,áo ngắn tay,t.,body
bỏng lŏng,banh,d.,time
'bănh,bánh,d.,food
'bĕng,bánh,d.,food
băng,bánh,d.,food
ap,gây khó khăn,t.,place
ap,gì,đt.,place
ap,khó,t.,time
ap,thiếu,t.,time
bănh,bánh,d.,food
apach,kì cọ,đ.,animal
apah,thưởng,đ.,food
apal,bay,đ.,body
apal,sà,đ.,food
apal tơjul,sà,đ.,place
apang,cãi vã,đ.,animal
apih,đổi,đ.,body
