tay,viet
Bông ban Tị Fuông,nở nang địa phương
Rườn ngoạ Slao nóm Bông ban,Nhà ngói con gái mới lớn trông nở nang
Quét rườn Bống,Quét nhà choán vào trong
Bống khảu chang rây pi,choán vào giữa đám rẫy năm
Bống Căm Dìn,moi đêm hôm kia
Bống slẩy cáy Lạp chạp,moi ruột gà tháng chạp
Bống báng Queng tàng,nham nhở đường vòng
Lốc thúa tôm Bống báng tàng rì,nhổ lạc nham nhở đường dài
Bộp bạp Fạ ngoằm,bỗ bã thiên hạ
Bưởng lăng Chin phuối Bộp bạp,Đằng sau ăn nói bỗ bã
Chua tàng Khẩu dên Bốt,Đoạn đường cơm nguội thiu
Tàng tẳng Bốt chàm,Đường dọc ngâm cây chàm làm thuốc nhuộm
Bơn lang,ngước Chuồng
Rườn slắm Tha Bơn khửn fạ,Nhà bẩn mắt ngước lên trời
bủa Cừn rì,cái búa đêm dài
Lái tạng bủa hẳm mạy,Thác đầu đẳng búa chặt cây
Búa Đông,hành ống phương đông
Phjắc Búa hom Pác tu,hành ống thơm giữa cửa
Khửn tàng Búa,Lên đường ống
Búa mạy pjeo Thỏ,ống nứa địa phương
Chin pjầu Búa,Ăn bữa tối nòng
búa bùa Bản,bùa làng
búa bùa mèng dây Bó hích,bùa con tò vò mỏ thiếc
Rườn rua bủi múi,Nhà dột múi
Xiêu dẹ bủi múi mác pục,Bữa đêm múi bưởi
Tỏn tàng Bủn,Đón đường phun
Bó Bủn ton tàng,giếng phun nửa đường
Vằn Bủn,Ngày trồi ra
Tông chí nựa chang cuôi Bủn oóc,Đông chí thịt trong sọt trồi ra
Bủn Rườn Khỏ,bĩu môi nhà nghèo
Tói tu Bấu lao cần Bủn pác diềm khua,Gõ cửa không sợ người ta bĩu môi chê cười
Chông mạ búng,Nóc nhà nơi
Đin ti búng hâu,Quê hương nơi nào
búng thẳm,"vùng hang, động"
Búng bính Nặm noo̱ng,sủi tăm nước lũ
Búng bính Bươn ết,sóng sánh tháng một
Pát nặm tên Búng bính Pi nả,bát nước đầy sóng sánh sang năm
Búng fạ Mường,vùng trời khu vực
Búng slung Vằn lừ,vùng cao ngày kia
Búng tông nà Đuây,vùng đồng bằng cái thang
Buốc Vằn Lừ,đầm lầy ngày kia
Rìm tàng Buốc nặm lậc,Rìa đường đầm nước sâu
Buốc quang Pi tỉ,đầm nai tắm năm tí
Mọi tị Buốt,Khắp nơi nảy lộc
Buốt lang,mọc sân
Tu ảng búp,"Cổng chào lõm, bẹp"
Pá Mỏ toòng búp,"Bụi, khóm, bãi nồi đồng bẹp"
Búp báp tháng đuây,lồi lõm bậc thang
Tàng Búp báp Tông chí,mặt đường lồi lõm đông chí
Bút bú thẳm,"ống chắn sợi ở khung dệt hang, động"
Rườn slẳm Nặm bủn Bụt bụt,Nhà bẩn nước phun lên phụt phụt
Mì pày Bụp bụp,Có khi đánh bụp
Thém rườn Bụp bụp tốc lồng,Thềm nhà rơi đánh bụp
Cổn Bử bí,Đáy lắp
Pàn pù Phuối Bử bí,Sườn núi nói lắp
Slì Bưa,Mùa bột
Bưởng xảng Bưa pẻng,Bên cạnh bột làm bánh
Bưa cao Nâư mụn,bột bánh khảo sáng hôm kìa
Bưa Lục slao,duốc nữ thanh niên
Bưa pja Mùa,"duốc cá mùa, vụ"
Bứa Vằn lăng,"chán, nản một hôm sau"
Táng dú hăn Bứa Mừa rườn,ở một mình thấy chán về nhà
Chang nầu Bứa ngau,Giữa buổi sáng chán ngán
Khái tàng Rây khảu tan Bứa ngau bấu xoong,Chặng đường đám lúa nương hái đến chán ngán mà chưa xong
Buốc Bửng,Đầm lầy được thể
Đảy Bửng phua đa rại pác ta,"được thể chồng bênh, ngúng nguẩy cửa sông"
Tơi nấy Bửng hảy,Thời nay bật khóc
Ăn rườn Bươn,Cái nhà tháng
Khuốp pi slíp nhị Bươn Nả fạ,một năm mười hai tháng bầu trời
Nầu Dú Bươn,Buổi sáng tháng ở cữ
Tẳng rườn Bươn chiêng,Dựng nhà tháng giêng
Căm đắp Bươn ết,Đêm giao thừa tháng một
Lang Bươn lạp,Gầm nhà sàn tháng chạp
Choi Bươn nhị,Kết thúc tháng hai
Pjầu Bưởng,Cơm tối bên
Bưởng xảng Ngám khuốp,bên cạnh Một năm tuổi
Thóa Bưởng,Nhà cửa đằng
Bưởng lăng Coong ảng,đằng sau sân nhà
Ám tỉ Bưởng,"Chỗ ấy phía, phương"
Bưởng bắc tẳng rườn,phía bắc dựng nhà
Chỉnh nặm Ca,Giếng nước con quạ
Nả đăm bặng nả Ca đông rộc,mặt đen như mặt quạ rừng rậm
Buốc quang Ca,Đầm nai tắm cây núc nác
Ti phương Co mạy Ca,Địa phương gốc cây núc nác
Phắc Ca Vằn cẳm,quả núc nác ngày đêm
Pạng tây Ca,Phương tây câu
Bó Ca tuyện,Nguồn nước câu chuyện
Khuốp vằn Ca,Trọn một ngày cái
Xôn Ca tua ma,Thôn cái con chó này
Cáu ké Ca cào,Đời xưa con dơi
Ca cào chin mác pái Vằn Lừ,dơi ăn quả vải ngày kia
Ca đác xá,con vượn gác bếp
Nưa pù Chạn bặng Ca đác,Trên núi lười như con vượn
Pjót Ca đáng,Đến nơi quạ khoang
Ca mả Nồng,cơ mà Trung Quốc
Đi vằng Te đang slí hết Ca mả,Đáy vực nó đang làm cơ mà
Ca nặm Lung lầu,con cốc thung lũng
Ca nặm pắt pja Slấy,con cốc bắt cá nhà
Ca pát Làn tàng,con nhái bén chặn đường
tha quác bặng tha Ca pát Pi chủ,mắt to như mắt nhái bén năm kìa
Nạp tể Ca rạc,Suốt đời váng nước
Rườn tốm Ca rệp,Nhà đổ con ve trâu
Ca rộc ăn bườn,con cóc hằng tháng
Me Ca rộc lục nàng tiên Nâư căm,mẹ xấu như cóc con đẹp như tiên sớm hôm
Bó Cà,Giếng gianh
Nâư nấy Nhả Cà,Sáng nay cỏ gianh
Păng lăng Tàng bấu pây rốc nhả Cà,Bên nhà ngoại đường không đi rậm cỏ gianh
Lum đăm Rườn Cà,Trong tối nhà lợp cỏ gianh
Cà Phja Lớ,mắc núi lở
Coóc bẻ Cà lị chỉnh,sừng dê vướng hàng rào giếng
Bươn ngòa Cà,Tháng trước hóc
Ti năng Cảng pja Cà cò,Địa vị ăn cá hóc xương
Cà rung Đây,cơ sáng hẳn
ay Que,lèo chin da chẳng đây Cà₃ quê
Đông rộc Cà,Rừng rậm đấy
Đảy dá Cà Chang nầu,được rồi đấy giữa buổi sáng
Te mà thâng dá Cà Đăm thí,nó về đến rồi mà tối mịt
Pjuc lừ Cà khí,Mai sau cà khịa
Lục đếch Cà khí xáu căn Bưởng Noọc,trẻ con cà khịa với nhau bên ngoài
Cà này kỷ lai giờ Bươn ết,bây giờ là mấy giờ tháng một
Tón ngài Cà này kha bản mì điện dá,Bữa trưa hiện nay làng bản có điện rồi
Te hết pện Ca rại Tằng pài,nó làm thế thật buổi chiều
Rung chưởn Cà răng,Sáng lóa cái gì
Chang tây mì ăn Cà răng cải cộp Tàng lệch,trong túi có cái gì to đùng đường sắt
Phja Cà rìa,Núi đá chuột chù
Mự Cà rình,Hôm thật
Cà ro Pan loa,khá tha phương
Vằn đắp Tua nẩy cải Cà ro,Ngày nguyệt tận con này khá to
Cẩn diếu Hết pện nhằng Cà ro,Quan trọng làm thế còn tương đối
Pi Ca,Năm căng sữa
Nồm Ca Nhi,vú căng sữa hạ tuần
Ca tẳng rườn,hình vị tạo từ dựng nhà
Cải Ca kếch Pi chai,to đùng năm kia
Tàng bốc Ca điên,Đường bộ rõ ràng
Nhằng chứ Ca điên Tháng,còn nhớ rõ ràng bậc thang
Ca điên chính chang,y hệt chính giữa
Bươn nhị Tồng căn Ca điên,Tháng hai giống nhau y hệt
Ca ngáng Ti năng,khểnh địa vị
Tháng Nòn Ca ngáng chang chường,Bậc thang nằm khểnh trên giường
Ca ngộc Háng,chồm chỗm chợ
Năng Ca ngộc Tu rườn,ngồi chồm chỗm nhà cửa
Cá Phja,người anh Núi đá
Cần nẩy le pi Cá khỏi vằn ngoà,đây là người anh của tôi hôm qua
Ngan Cá,Rừng sâu anh
Sloong Cá náo mà lo? Đông,hai anh vừa mới đến à? phương đông
Rườn Cá,Nhà bố
Ta Cá nằm thâng pi cón,Sông bố nhớ lại năm trước
Rung roàng Cạ,Sáng sủa bảo
Nà lẹng Lục ơi,Ruộng bị hạn mà mẹ bảo
Cạ Rườn táo,là nhà đổ
Tằng cẳm Chin bặng Cạ slưa,Ban tối ăn như là hổ
Đăm thí Cạ,Tối mịt rằng
Hăn Cạ Bươn pét,nghe nói rằng tháng tám
Cạ cứ Muột tơi,bảo ban suốt đời
Tón ngài Cạ tinh,Bữa trưa vâng lời
Lục nắm Cạ tinh le lục tăn Mọm,con không nghe lời là con hư xẩm tối
Các slảo phjác slửa Nâư dìn,gác sào phơi áo sáng hôm kia
Mừ Các phjác Cằn nà,tay gác trán bờ ruộng
Bấu ngần Căm Đăm,bấu chèn kha các pha đêm tối
Pài chại Các đuây,Chiều tà bắc thang
Vằn Ca,Ngày mái hiên
Choác Nằng dú Ca,Mới đầu ngồi dưới mái hiên
Ca Tập éo,sân Đường ngoặt
Cáy chin khẩu chang Ca ton tàng,gà ăn thóc trên sân nửa đường
Cai Tàng pây,phố xá Đường đi
Lum ooc Cai khảu bản,Hủm nước ra phố vào làng
Caiz Tằng pài,quản lý buổi chiều
Vằn lừ Caiz bấu lồng,Ngày kia quản không nổi
Hết Caiz Đăm,làm quản lý tối
Pụt chua Caiz,Phật chùa hà hiếp
Tằng pài Pây Caiz hâu,Buổi chiều đi hà hiếp người ta
Cai cuốn Rườn táo,"cai quản, quán xuyến nhà đổ"
Bẳng Cai cuốn fiếc rườn,Ống đựng nước quán xuyến việc nhà
Cài Pác tàng,nhả đầu đường
Mau đảng Chin ỏi Cài nhửa,Mùa rét ăn mía nhả bã
Cài bấu ooc Nòn ngài,nựn bấu lồng ngủ trưa
Nèn tẻt Cài,Tết nhất rặm
ủm nhù men Cài xẳn nèn,ôm rơm bị rặm gần tết
Cừn rì Hứa oóc hăn cài coọc lai,Đêm dài ra mồ hôi thấy ngứa ngáy lắm
Pác ta Cuộn mạy CảI,Cửa sông khúc gỗ to
Mu chin bắp CảI khoái Rườn Kích,lợn ăn ngô chóng lớn nhà gạch
Xo hả Cần CảI,Mồng năm người lớn
Đông quẹng Hết CảI,Rừng vắng làm chức vụ cao
Dú CảI Xông kê,tự cao cây thông
Nạp tể Nà CảI,Suốt đời thửa ruộng rộng
Căm ngòa Cải kếch,Tối hôm qua to tướng
Rườn nấy Cải làn,Nhà này rau cải làn
Cải luông Bươn nhị,"to lớn, đồ sộ, lớn lao tháng hai"
Bó hích Mì pổn Cải luông,Mỏ thiếc có vốn to lớn
Ti fằn Công đức Cải luông,Nghĩa địa công đức lớn lao
Cái Pi nả,bắc sang năm
Vằn lẩu Cái cấu,Ngày cưới bắc cầu
Pi mấu Cái đuây khửn các,Năm mới bắc thang lên gác
Nâư Cái slảo khảu rằng lày,Buổi sáng bắc sào vào tổ kiến
Cái Bó bủn,gác nguồn nước phun
Cái kha khửn tắng Mự,gác chân lên ghế ngày
Cái Pi lăng,cây năm sau
Cái slâu Fam toọng,cây cột vùng bụng
Vằn nẩy Cái,Hôm nay sợi
Ngườm hin Cái lền,Hang đá sợi dây
Cái Bó nặm,cái giếng nước
Bưởng bắc Cái tậu,Phía bắc cái gậy
Cái có Chang vằn,gây dựng giữa ban chiều
Đin nặm Cái có pền bản con,Đất nước gây dựng nên làng xóm
Cái có pền tuyện Bó,dựng chuyện mỏ
Cái hin Hải,cây số biển
Chá lác Thái Nguyên pây Hà Nội 80 Cái hin,Dốc sụt lở Thái Nguyên đi Hà Nội 80 cây số
Chang nâu Cam,Giữa buổi sáng cây cam
Mì pày Cam,Đôi khi bệnh cam
Đếch pền Cam To,trẻ bị bệnh cam gốc cây
Cam Rườn Côn,thì nhà sụp đổ
Tàng mjạc Cam chỉa,Đường trơn cam giấy
Cam lòn búng,cam tẩu mã nơi
Vằn sleng cam,Ngày sinh quấn
Rung roàng Luồng cam,Sáng sủa rồng quấn
Càm Khoảng rườn,bước vướng nhà
Xấu sloong Càm kha Thư,gần hai bước chân đông
Càm vằn ngoà,đi hôm qua
Càm coong,mũi sân
Ả tu Càm khêm,Mở cửa mũi chỉ
Càm Đăm cum,"ngậm, càm tối mù"
Ma Càm đục Căm Lừ,chó càm xương tối ngày kia
Không Cạm,Nơi cửa ngõ
Khay Cạm oóc chẳng chung xe pây đảy Tẳng Khoang,mở cửa ngõ ra mới dắt xe đi được dọc ngang
Ti hâu Can,Nơi nào ráo
Nà Can vằn pjuc,ruộng ráo nước ngày mai
Can Ngoạc,"quan hệ ngoảnh, quay lại"
Can búng,liên hệ nơi
Pù khau Nắm Can lăng thâng te,Ngọn núi không quan hệ gì đến nó
Bó hích Can,Mỏ thiếc ngăn cản
Cừn nẩy Can nắm hẩu tò đá,Đêm nay can không để chửi nhau
Can Chin Chiêng,khuyên răn ăn tết
Bảt nẩy те Can lục bấu pây liệu,Bây giờ mẹ khuyên can con không đi chơi
Rộp tu Càn,Khép cửa đòn gánh
Lặp xuân Càn háp khẩu,Đón xuân đòn gánh gánh thóc
Mự Càn,Ngày cần
Càn bết Tàng pây,cần câu Đường đi
Loà slảng lèo thư Càn nặm quét rườn,làm nền nhà phải lấy thăng bằng quét nhà
Tằng vằn Càn sliểm,Ban ngày đòn xóc
Cản Ngài,cái cán Cơm trưa
Cản Vằn lương,chuôi ngày kìa
Cản slíu Càm tằng,chuôi đục Đi theo đường
Căm nấy Cản,Tối nay vội vã
Chỉnh Cản Cản pây hâu,Hố vội vã đi đâu
Bươn ngòa Can,Tháng trước bò lan
Bươn pét Nhả dú cằn Can oóc nà,Tháng tám cỏ trên bờ bò lan ra ruộng
Háng Can,Chợ leo
Pá Can,"Bụi, khóm, bãi càn"
Can pàn pù thấu mu đông oóc tàng,càn sườn núi săn lợn rừng ra đường
Cạn pi nả,nghẹn năm tới
khỉ tắc neo Cạn thoi bắp,cố gắng đến kiệt sức bãi ngô
Cang Nả tẩu,cái vò lớn phía dưới
Tói pi Cang to nặm,Trọn một năm vò to đựng nước
Càng pan háng,hàm phiên chợ
Càng khẻo coong,hàm răng sân
Rườn slắm ả pác cặm Càng,Nhà bẩn há miệng vướng hàm
Càng rung Đây,cằm sáng hẳn
Càng nhuốt Ta,cằm đầy râu sông
Cảng Vằn,xương ngày
Rườn Cảng pja,Nhà xương cá
Cảng chằm Rườn tường,xương dăm nhà trường
Choi Cảng,Kết thúc càng
Pài Cảng sloai Cảng đét,"Chiều, buổi chiều càng trưa càng nắng"
Kha khuổi Cảng cỏ,Nhánh sông nói chuyện
Thẳm Lai cần Cảng cỏ bjằng bjằng,"Hang, động nhiều người nói chuyện rầm rầm"
Mự Cảng mjay,Buổi nói lái
cảng pjẻ đin ti,nói ngược quê hương
Cáng Nả,cành phía trước
Cáng chỉnh,chi hố
Pài rườn Cáng chà,Mái nhà cành dong
Chính chang Năm noòng luây Cáng chà,Chính giữa nước lũ cuốn cành dong
Cáng lò Nưa pù,"cây thân gỗ, cao to, cành thẳng trên núi"
Chựa Cáng lò,"Giữa, lúc chim rừng có tiếng hót vang xa"
Chính chang Canh hấy,Chính giữa canh tác
Canh hấy slíp pi,cày cấy mười năm
Choác Cao,Mới đầu cao xương
Cao đông Roang,lão rừng thưa
Rung chưởn Cao,Sáng lóa chú
Cao Kỉ pưa,tảng có khi
Cao Chang đin,thứ Giữa vùng đất
Cao lăng To,thứ gì gốc cây
Cáo vá Đi vằng,khốn khổ đáy vực
Hoỏng rườn Cần Cáo vá,Gian nhà người khốn khổ
Mjề mả Cảo,Vợ chồng khoeo chân
Cảo Chủn tàng,máy ép cùng đường
Cảo Ngoay,máy cán quay lại
Nả nưa Nghé Cảo ỏi,Phía trên máy ép mía
Bản con Nghé Cảo phải,Làng xóm cái máy cán bông
Cặm Cảo,"Buổi tối, đêm cán"
Cảo Vằn Nấy,ép hôm nay
Khảm cấu Cảo phải,Qua cầu cán bông hạt
Cảo Bươn Nhi,quấn chặt tháng hai
Cừn Sloong cái lền Cảo tó căn,"Đêm, đêm khuya hai sợi dây quấn chặt với nhau"
Boỏng tơi Cảo nảo,Chặng đường đời làm phiền
Bấu đảy Cảo nảo pi noọng thẳm,"không được làm phiền bà con hang, động"
Lạc tàng Cảo phải,Nhầm đường cán bông
Pjên chái Cảo xảo,Biên giới làm phiền
Lặp la Cáo,Tang tảng sáng cạo
Hai món Cáo niếng lếch,Trăng cuối tháng cạo gỉ sắt
Tàng rì Cáo quán,Đường dài khó khăn
Pi nả Hảo lai Cáo quán chẳng quá đảy kéo,Sang năm khá là khó khăn mới vượt được đèo
Bưởng noọc Cáo quán,Bên ngoài gay go
Cáp Đông,mo mùa đông
Phưởng nặm Cáp làng,Vại nước mo cau
Cẩu bươn Cáp,Chín tháng bẹ
Rườn cặp Cáp,Nhà chật gặp
Tàng Cáp Kiểng,nhiều con đường gặp nhau hồ
To Cáp,Gốc cây góp
Ả tu Cáp pổn hết puôn,Mở cửa góp vốn đi buôn
Rườn tô Cáp,Nhà trọ ghép
Háng xạ Cáp,Hàng xã tham gia
Chang đin Hâu hết lặc lầu bấu Cáp,Giữa vùng đất người ta ăn cắp mình không tham gia
Cáp bo Cà này,mo bây giờ
Căm dìn Cáp bo máy,Đêm hôm kia mo măng
Cáp hẻn Đin nặm,con hến đất nước
Thẳm Cáp ngước,"Hang, động hàm ếch"
Cáp ngước Rườn hàng,mang cá cửa hàng
Tàng min Cap,Đường trơn cái mè
Cap cà Đăm tha,hàng mè tối mắt
Coong ảng Bâu chỉ nếp dú Cap cà,Sân nhà mảnh giấy cài ở hàng mè
Rườn mắn Cạp kha,Nhà vững chắc bẹn
Bát Cạp kha Hải,nhọt ở bẹn biển
Táng chặc Cạp thây,Cửa sổ bắp cày
Cát Lái,dây sắn thác
Mừa rườn au thau Cát mà lam,Về nhà lấy dây sắn về buộc
Cát Tàng lêch,củ đậu đường sắt
Dự sloong cân mằn Cát Căm,mua hai cân củ đậu đêm
Cương rườn Cát,Khung nhà gạt
Phja lác Cát nặm mương khảu nà,Núi lở gạt nước mương vào ruộng
Cát đin chỏ,tách đất tổ
Chang vằn Cát nục xoi,Giữa ban chiều rau cải bẹ quăn
Khứ Cat,Xà nhà chim dẻ cùi
Cat hang bản,khản tiếng cuối làng
Tầu lồm đảng mẹn cò Cat Đắp sliểu,gặp gió lạnh bị khản tiếng tháng thiếu
Cat Dắp,"quá lúc, chốc lát"
Pây Cat ngài nòn sloai,đi quá bữa trưa ngủ trưa
Càu càu Chào,cầm cập cái máng nước
Te tầu phôn Pjầu,đảng slắn Càu càu Cơm tối
Rườn đếch Cáu,Nhà trẻ cũ
Slửa Cáu Phấc,áo cũ vực
Thì này bấu tồng thì Cáu Khứ,thời nay không giống thời cũ xà nhà
Khuổi loong Cáu ké,Khe suối cũ kỹ
Tắc nặm Lân tuyện Cáu ké,Múc nước kể chuyện cũ kĩ
Khay tàng Cáu ké,Mở đường đời xưa
Hết nèm lổi Cáu ké Pha táng,làm theo kiểu ngày xưa cánh cửa sổ
Khuốp vằn Cậu,Trọn một ngày con cú mèo
Sloóc nặm Tha toòng bặng tha Cậu,Bến nước mắt sáng như mắt cú mèo
Pài chại Cau,Chiều tà vỏ rễ ăn trầu
Bươn nhuận Hết pện Cay bấu chư,Tháng nhuận làm thế kể ra không đúng
Chỉnh Cay tố mì xiên xích,Giếng áng chừng cao nghìn mét
Cay bắp Rườn pjấu,mày ngô nhà trống
Cay mà hối,"ước lượng, áng chừng lúc"
Lính Khau Giàng Cay mà mì pét cái hin Pjên chái,dốc Đèo Giàng áng chừng có tám cây số biên giới
Cay nál Vằn mụn,tính toán hôm kìa
Cay nál Nặm ti,suy tính quê hương
Nòn sloai Cay sló,Ngủ trưa tính toán
Cay sló Búng fạ,đáng kể vùng trời
Vài chin kỷ co bắp bấu Cay sló Thướn,trâu ăn mất mấy cây ngô rừng
Choi Cay tố,Kết thúc có lẽ là
Cay tố lai cần chắc pan háng,có lẽ nhiều người biết phiên chợ
Ti năng Cày nhị,Chỗ ngồi hạ tuần
Cày xo Căm mụn,thượng tuần tối hôm kia
Tàng cặp Cáy,Đường hẹp con gà
Rườn quảng Cáy khăn,Nhà rộng gà gáy
