tay,viet
Cay bắp,mày ngô
Cay mà,"ước lượng, áng chừng"
Lính Khau Giàng Cay mà mì pét cái hin,dốc Đèo Giàng áng chừng có tám cây số
Cay nál,tính toán
Cay nál,suy tính
Cay sló,tính toán
Cay sló,đáng kể
Vài chin kỷ co bắp bấu Cay sló,trâu ăn mất mấy cây ngô
Cay tố,có lẽ là
Cay tố lai cần chắc,có lẽ nhiều người biết
Cày nhị,hạ tuần
Cày xo,thượng tuần
Cáy,con gà
Cáy khăn,gà gáy
Nựa Cáy,thịt gà
Cáy cạc,nòng nọc cóc
CÁY ĐÔNG,gà rừng
Cáy khướng,gà mái tơ
Cáy mẹ,gà mái
Cáy nà,chim cun cút
Cáy nuồm,gà con
Cáy phjây,gà ri
Cáy phủ,gà trống choai
Cáy sleng,gà trống
Cáy tắc,gà nuôi riêng
Cáy ton,gà thiến
Cạy,vã ra
Hứa Cạy oóc,mồ hôi vã ra
Cạy phưởng nặm pây,đổ vại nước đi
cạy,"mở ra, banh ra"
Nhăn thắp tha mạy bấu nhăn cạy tha cần,thà chặt mắt tre
Cắc kè,con tắc kè
Căm,nắm
Căm phjắc,nắm rau
Căm khẩu slan,nắm gạo
Căm,bó
Căm khẩu nua rây,bó lúa nương
Căm,cầm
mừ Căm mừ,tay cầm tay
Căm,để tang
Căm tang mẹ,để tang mẹ
Căm,kiêng
Căm nựa ma,kiêng thịt chó
Căm đắp,đêm giao thừa
Căm kiêm,kiêng kỵ
Căm kiêm bấu đảy phuối tăn,kiêng kỵ không được nói tục
Căm lừ,tối ngày kia
Căm lương,tối hôm kìa
Căm mụn,tối hôm kia
Căm ngòa,tối hôm qua
Căm quền,nắm đấm
Căm tẳng,nắm tay
Táy Căm tẳng,bằng nắm tay
Căm tệnh,căm quền
Cằm,câu
Cằm Bác Hồ slắng sle,lời Bác Hồ dặn lại
Cằm ám,chuyện
Phuối pền Cằm ám,nói thành chuyện
Cằm toọc,"dứt khoát, nhất mực"
Phuối Cằm toọc te pây,nó nhất mực ra đi
Cằm xam,câu hỏi
Pjá Cằm xam,trả lời câu hỏi
Căm,đêm
Căm nấy,tối nay
Tằng Căm,ban đêm
Căm dìn,tối hôm kia
Cẳm,dựng đứng
Xắc lính Cẳm,bậc dốc dựng đứng
Cẳm,không lẽ
Te Cẳm pây dá lò?,không lẽ nó đi rồi à?
Cẳm cạ,chẳng lẽ là
Tua mu nẩy Cẳm cạ bấu mì sloong nạo,con lợn này chẳng lẽ không được hai yến
Cắm cạy,răng bừa
Cẳm pảc,dế dũi
Cắm,tím
Mác khưa Cắm,cà tím
Cắm,thâm
Lộm nả Cắm,ngã mặt thâm
Cắm bức,tím bầm
Cặm,chống
"Co cuổi lừa cải, bấu Cặm lẹ tắc","cây chuối buồng to, không chống thì bị đổ"
Căn,nhau
Pang Căn,giúp nhau
Xày Căn,cùng nhau
Cằn,bờ
Cằn nà,bờ ruộng
Nà Cằn loong,ruộng ven bờ suối
Cằn,ngứa
Bon Cằn,cây mon ngứa
Cắn cắn,"lon ton, thoăn thoắt"
Cắn cắn,thoăn thoắt
Ma eng pây Cắn cắn,chó con chạy lon ton
Cặn,bóp
Cặn mừ Cặn kha,bóp chân bóp tay
Cặn,nhào
Cặn pủn,nhào bột làm bún
Cặn,nghịch
Cặn đin,nghịch đất
Cặn,"bằng, bấy"
Mì Cặn tỉ,có bằng ấy
Cặn,đến thế
Cặn lai hâng,lâu đến thế
Cẳn cặn,nước cặn
Nặm Cẳn cặn,nước cặn
Căng,con vượn
Cằng,cây gai găng
Cắp,bẫy
hảng Cắp nu,đánh bẫy chuột
Cắp,máy ép
Cắp,máy cán
Cắp,ép
Cắp mác mặn,ép quả mận
Cắp,với
Cắp,cùng
Chài Cắp noọng tày cha chướng bản,anh với em cùng nhau giữ làng bản
Cắp kẻ,con cuốn chiếu
Cắp kẻ,viêm tai
Cắp náp,áp bức
Cắp náp,đè nén
Cặp,chật
Rườn Cặp,nhà chật
Tàng Cặp,đường hẹp
Cặp,bắt
Cặp mèng quang,bắt chuồn chuồn
Cặp kẹp,chật hẹp
Cặp nhét,chật chội
Cắt,cắt
Cắt cái chược,cắt sợi dây thừng
Cắt,cắn
nu Cắt slửa khóa,chuột cắn quần áo
Cắt,nghiến răng
nòn Cắt fằn,ngủ nghiến răng
Cắt,lạnh
Nâư chạu moóc lồng Cắt,sáng sớm sương lạnh
Nặm Cắt,nước lã
Cắt xát,lạnh ngắt
pát phjắc Cắt xát,bát rau lạnh ngắt
Cặt,chặt
Lam hẩu Cặt,buộc cho chặt
Cặt,nghẹn
Cò Cặt,nghẹn ở cổ
Cân,cân
Cân nựa mu,cân thịt lợn
Cân nam mì slíp hốc chàng,một cân ta có mười sáu lạng
Cần,người
Cần pằng dạu,người bạn
Cần,người ta
Hết pjàng Cần khua,làm dối người ta cười
Cần khau,người rẻo cao
Cần rườn,người nhà
Cần tầư,người nào
"ngần chèn slam chua nắc, xắc lẹ mì","tiền bạc ba trượng nặng, ai chịu khó thì có"
Cẩn,vội
Cẩn,cần
"Bấu nại, ngo tố bấu Cẩn",không mời tôi cũng không cần
Cẩn cản,vội vàng
Cẩn cản tan nà sle khói nặm thúm,vội vàng gặt hái để tránh lũ lụt
Cẩn diếu,cần thiết
Năm nà Cẩn diếu lẹ đo nặm,cấy lúa cần thiết phải đủ nước
Cẩn diếu,quan trọng
Vằn khai bươn mẹ tái chăn Cẩn diếu,"ngày đầy tháng cháu bé, bà ngoại thật là quan trọng"
Câu mầu,tao mày
Câu bấu lao,tao không sợ
Cầu,nuôi con nhỏ
Mẹ Cầu,đàn bà đang nuôi con mọn
Cáy Cầu,gà con mới nở
Cầu va,cầu tự
Cấu,cầu
Cái Cấu khảm ta,bắc cầu qua sông
Cẩu,chín
Cẩu bươn,chín tháng
slíp Cẩu,mười chín
Cẩu slíp,chín mươi
Cầu ai,ai
Cầu ai hết đảy,ai làm được?
Bắp má Câu oóc,ngô ngâm nước bị trương ra
Phuối Câu,nói ra vẻ
Cây,ngăm ngăm đen
Nựa Cây,da ngăm ngăm đen
"Hứa oóc, đang Cầy",mồ hôi làm người có ghét
Cầy kép,gầu
Hua mì Cầy kép,đầu có gầu
Cẩy,thua
Tức hẩu Cẩy,đánh cho thua
Cậy,dựa vào
Cha,cơ nghiệp
Cha ly,gia đình
Cha ly khỏi mì slí cần,gia đình tôi có bốn người
Cha xài,gia tài
Cha xài mì kỉ tua vài,gia tài có mấy con trâu
Chà,cành dong
Lạc cáng Chà,lôi cành dong
Chà,rấp
Au cáng phấy mà Chà khảu sle khói vài nhăm,lấy cành tre về rấp vào cho khỏi bị trâu phá
Chà,ráp
Pước mac ngận Chà,vỏ quả nhãn ráp
Chà nhác,rác rưởi
Nặm noòng luây Chà nhác khảu nà,nước lũ cuốn rác rưởi vào ruộng
Chà nhát,thô ráp
Chả,mạ
lồng Chả,gieo mạ
bươn slam lồng Chả bươn hả năm nà,"tháng ba gieo mạ, tháng năm cấy lúa"
Chả,giả
Chả slửa nhung,giả làm áo nhung
Chả,tê cóng
Dên lai mừ Chả lẹo,rét quá cóng cả tay
Chả,chết cứng
Tua cáy thai Chả pây dá,con gà chết cứng đi rồi
Chả đát,cứng đờ
Chả lần,sượng
Mằn tổm Chả lần,khoai luộc bị sượng
Chả lần,trơ
Chả loóc,giả vờ
Chả loóc dú khỏ,giả vờ ốm
Nổc choóc Chả loóc hết thai,chim sẻ giả chết
Chá,giá
Mác lịch Chá cân hả slíp xiên,hạt dẻ giá năm mươi nghìn một cân
Chá,mặc cả
Chá thứ ngòi,mặc cả thử xem
Chá,cái giá để đồ
Chá tặt pừn toòng,giá để chậu thau
Chá,không chắc chắn
Chá,hàng
chá,giả
Cúa chá,đồ giả
Chá lác,dốc sụt lở
Chác,cây hồi
Chác,hắc lào
Chai,cái chai
Chai lẩu,chai rượu
Chai,nhịn
Chai tón nâng,nhịn một bữa
Chai,chay
Chin Chai,ăn chay
Chai,già
Mảy khửn Chai,măng mọc già
Chai lơ,làm ngơ
Chai lơ,tảng lờ
Cạ dá tọ te Chai lơ,đã bảo rồi nhưng nó cứ tảng lờ đi
Chai nan,tai nạn
Chai nan pây tàng,tai nạn giao thông
Chài,trai
Chài,nam giới
Lục Chài,con trai
Chài,anh
Sloong Chài chẳng mà lo?,hai anh vừa đến à?
Pi Chài,anh trai
Chai nghỉ bứa,nghỉ giải khuây
Chai chành,nghỉ ngơi
Khửn rườn Chai chành dá coi chin ngài,lên nhà nghỉ ngơi rồi sẽ ăn cơm
Chải,hết sức
ái Chải,gần quá sức
Chái,cái cưa
Chái,ngược lại
Chại,chiều tà
Pài Chại,chiều tà
Chại,nghiêng
Pha sluôn Chại oóc noọc dá,bức rào của cái vườn nghiêng ra ngoài rồi
Tha vằn Chại lồng pù,mặt trời nghiêng xuống núi
Chại chườn,"xiêu vẹo, nghiêng ngả"
Fạ lồm nghé lán Chại chườn,gió thổi làm cái lán xiêu vẹo
Cham,giam
Pắt hò hết lặc pây Cham,bắt kẻ ăn trộm đi giam
Cham,cầm giữ
Slao báo Cham khân nả căn,"con trai, con gái yêu nhau giữ khăn của nhau để làm tin"
Cham,châm
Cham phầy,châm lửa
Cham chái,qua loa
Chàm,cây chàm dùng làm thuốc nhuộm vải
Slửa Chàm,áo chàm
Chảm,cái nơm úp gà
Chám,chiếm giữ
Chám huông sle hêt của lầu,chiếm giữ làm của mình
Chan,gian
Chin Chan,ăn gian
Chan,ăn vạ
Chan,vu khống
Phuối Chan,nói dối
Chan,chan
Khẩu Chan nặm keng,cơm chan canh
Tông nà Chan chan,cánh đồng bát ngát
Chan chảo,gian giảo
Chàn,giàn
"Phả phạ kẻo mừa hác, khẩu phjác Chàn","mây bay về bắc, đổ thóc ra sàn phơi"
Chàn,bò
Tua đếch hốc bươn le Chàn,đứa bé sáu tháng thì bò
Slau phặc Chàn oóc pha lị,dây bí bò ra ngoài hàng rào
Chàn vài,bò đi như trâu
chạn,đĩa
chạn nựa cáy,đĩa thịt gà
Chản,chườm
Chản nặm mồm,chườm nước nóng
Chản,chói
Chán,quá
Hết đảy Chán,làm được quá đi
Chạn,lười
Cần Chạn,người lười
Chạn pây,lười đi
Chạn mjạt,uể oải
Chạn mjạt,lười nhác
Chang,nửa
Chang nâng,nửa ống
Dú rườn đảy boóc oóc noọc đảy Chang,"trong nhà đầy ống, ra ngoài còn nửa"
Chang,giữa
Vang Chang,gian giữa
Đét Chang nâu,nắng giữa buổi sáng
Chang,trong
Dú Chang rườn,ở trong nhà
Chang chắp,sửa soạn
Chang chắp của cái pây háng,sửa soạn đồ đạc đi chợ
Chang chỉnh,sửa sang
Chang chỉnh rườn lang,sửa sang nhà cửa
Chang cừn,nửa đêm
Chang hả,lưng trời
Slung thâng Chang hả,cao đến lưng trời
Chang nâu,giữa buổi sáng
Chang vằn,giữa ban chiều
Chàng,lạng
Pét Chàng mì puốn cân,tám lạng có nửa cân
Chàng,rên
"Pền khẩy nắc, Chàng ừ ừ",ốm nặng nằm rên hừ hừ
chang,thợ
Po chang,người thợ
chang,người tài giỏi
da chang,thầy thuốc
chang lếch,thợ rèn
chang mạy,thợ mộc
Chảng,cánh
Chảng nả,cánh nỏ
Chảng,cần
Cháng,xoạc
Cháng kha oóc,xoạc chân ra
Chạng,voi
Tua Chạng,con voi
Chạng,to
ỏi Chạng,mía to
Chạng giạng,giạng chân
cháng,dân tộc Choang
Cần cháng,người Choang
cháng,nói dối
Ké tỉ cháng lai,ông ấy nói dối lắm
chao,chạc cây
Co mạy nấy mì sloong chao,gốc cây này có hai chạc
chao,giao
chao chỉa hẩu,giao giấy cho
Chao kiết,giao kết
Chào,cái máng nước
Nghé Chào nấy cải,cái máng nước này to
Chào,tanh
Pja Chào,cá tanh
Chin chảo liêu,ăn cháo loãng
Chảo,đổi
Chảo kim au chèn,đổi vàng lấy tiền
Chảo mao,chim chào mào
Chao,gây dựng
Tặt Chao,gây dựng nên
Chao,sáng tác
Chao thơ lẩu,sáng tác bài hát đám cưới
Chao,khai khẩn
Chao rây nà,khai khẩn ruộng rẫy
Chao,dìu dắt
Chao lục pền cần,dìu dắt con cái thành người
Cháo,cái chảo
Cháo,rán
Cháo nựa mu,rán thịt lợn
Cháo,luyện
Cháo lục nèm po,luyện con theo bố
Cháo chượng,nuôi dạy
Cháp,gang tay
Cái xích rì hả Cháp,cây thước dài năm gang tay
Rây chin và nà chin Cháp,rẫy ăn sải tay ruộng ăn gang tay
Cháp,bám
Cháp đin ti,bám giữ quê hương
Cháp mạ,ra sức
Cháp mạ hết hẩu xong,ra sức làm cho xong
Chắp che,phoi bào
au Chắp che mà đăng phầy,lấy phoi bào về đun
Chap,xác
Ngù loọc Chap,rắn lột xác
Chap,áo giáp
Nung slửa Chap,mặc áo giáp
Chap,gần giống
Chap tồng căn,gần giống nhau
Chap,lẫn
Khẩu nua Chap khẩu lẹ,gạo nếp lẫn gạo tẻ
Chap,lai
Tày nưa phuối Chap tày tẩu,người vùng cao nói lai giọng người vùng thấp
Chap,giáp
Bắc Cạn Chap mừa Cao Bằng,Bắc Cạn giáp với Cao Bằng
Chap,"hơi, gần"
Chap lao,hơi sợ
Chap,nửa muốn
Chap pây Chap dú,nửa muốn đi nửa muốn ở
Chạp chạ,lẫn lộn
Chạp chủng,hổ lốn
Phjắc Chạp chủng,rau hổ lốn
Chát chát,chan chát
Chang cọn lếch Chát chát,thợ rèn gõ sắt chan chát
Chat,cái hiên
Chat,hố chông
Mu đông lồng Chat,lợn rừng bị sa hố chông
Chat,trượt
Chat kha,trượt chân
Lồng lính tủn Chat,xuống dốc bị trượt ngã
Chat,tráng
Chat nặm mồm,tráng nước nóng
Chàu,giàu
Rườn Chàu tham fiếc,nhà giàu tham việc
Chàu mì,giàu có
chau,con chão chuộc
Chảu,búi tóc
Cuốn Chảu,vấn tóc thành búi
Hua bông Chảu nhoai,đầu bù tóc rối
Cháu,cây trẩu
Cháu,cứu
Cháu căn,cứu nhau
Cháu cần pền khẩy,cứu người bị bệnh
Cháu choi,chữa chạy
Cháu choi,giúp đỡ
Cháu choi cần khỏ,giúp đỡ người nghèo
Chạu,sớm
Nâu Chạu,sáng sớm
Tứn Chạu,dậy sớm
Thai Chạu,chết sớm
chảu búi tó,búi tó
Cuốn chảu búi tó sle phjôm khói khoảng,búi tó cho tóc khỏi vướng
Chạu chít,sớm tinh
Nâu lăng Chạu chít te pây dá,hôm sau mới sớm tinh mơ nó đã đi rồi
Chạu nâu,buổi sớm
Chạu nhém,sáng tinh mơ
Chạu sloai,sớm trưa
chay,trồng
chay mác chác,trồng cây hồi
Chay mác,chủng đậu
Chảy,ống bơ
Cháy,tế
Cháy pjầu,ngài tế bữa trưa bữa tối
Chạy,gì cả
Bấu mì lăng Chạy,không có gì cả
Chắc,biết
Chắc hết Chắc chin,"biết làm, biết ăn"
Chắc,sắc
Chắc da,sắc thuốc
Chắc,băm
Chắc fạc rườn,băm cây tre làm giát nhà
Chắc căn,nhận ra nhau
Chắc mưa,thức giấc
Nòn thâng chang cừn Chắc mưa,ngủ đến nửa đêm thức giấc
Chặc,cương ngựa
Chặc,chấn song
Táng Chặc,cửa sổ có chấn song
Chặc chạy,cặn kẽ
slắng Chặc chạy,dăn dò cặn kẽ
Chăm,tẻ
Khẩu Chăm,gạo tẻ
Chăm,cái vó
Chằm,lầy
Nà Chằm,ruộng lầy
Chằm,khâu dày
Chằm slửa mèn,chần áo bông
Chẳm,chấm
Khẩu Chẳm cưa,cơm chấm muối
Nặm Chẳm,nước chấm
Chẳm,ăn với
Chin khẩu Chẳm nựa cáy,ăn cơm với thịt gà
Khẩu Chẳm pja khẩu ma bấu mì náo,"ăn cơm với cá, cơm chó không còn"
Chẳm,chạm
Chẳm khảu pây,chạm tới
Chẳm,đóng dấu
Chẳm dẩu chỉa mả,đóng dấu giấy má
Chẳm chẻ,"chấm mút, nhấm nháp"
Chẳm chỉ,lắm mồm
Chẳm chỉ hâu chẳng chắc,lắm mồm người ta mới biết
Chẳm đẩn,gáy
Phjôm rì dà Chẳm đẩn,tóc dài trùm đến gáy
Chắm nặm,dìm xuống nước
Chắm slửa khóa,ngâm quần áo
chắm lượt,cầm máu
Chắm cất,giấu
Te Chắm cất tuyện sle,nó giấu chuyện không cho biết
Chắm cháy,lốm đốm
Lài Chắm cháy,hoa văn lốm đốm
Chắm ché,cẩm
Khẩu nua Chắm ché,xôi cẩm
Chắm dăm,chìm đắm
Tông nà Chắm dăm chang moóc,cánh đồng chìm đắm trong sương mù
Chăn,thật
Phuối Chăn,nói thật
Chăn,rất
Chăn mjạc,rất đẹp
Chăn trận,một trận
Bjắc hẩu Chăn trận nâng,chửi cho một trận
Chăn slim,thật lòng
Chẳn,nhịn
Chẳn dác,nhịn đói
Chẳn,nhẫn nhịn
Te Chẳn đảy,nó nhẫn nhịn được
Chẳn,nín
Chẳn,nén
Chẳn sính,nén giận
Chẳn slim,nén lòng
Chẳn slim pây slon,nén lòng đi học
Chẳn xình,tận tình
Slấy Chẳn xình tó lục hạc,thầy tận tình với học trò
Chắn,"chặn, trấn giữ"
Chắn tàng,chặn đường
Chặn,viêm mắt cá
Chăng,thòng lọng
Chăng ma,thòng lọng bắt chó
Chằng,lườm
Slong cần tò Chằng căn,hai người lườm nhau
Chằng chằng,ầm ầm
Khua khước Chằng chằng,cười nói ầm ầm
Chăng,cái cân
Chăng,cân
Chăng khẩu coóc,cân thóc
Chăng,hố sâu ở núi đá
Vài tốc lù Chăng,trâu bị sa xuống hố sâu trên núi đá
Chăng nam,cân ta
Chẳng,lặng
Vằng ta Chẳng,vực nước ở sông lặng
Chẳng,lắng
Loảt nà sle non Chẳng coi năm,bừa ruộng chờ bùn lắng sẽ cấy
Chẳng pjam,nhạt phèo
Pát nặm phjắc Chẳng pjam,bát nước rau nhạt phèo
Chẳng tứ,thừ
Dặng Chẳng tứ,đứng thừ người ra
Chắng,giữ
Chắng sle,giữ lại
Chắng kha khéc dú,giữ chân khách lại
Chắng,cầm
Chắng lượt,cầm máu
Chắng,mới
Chắng mà thâng,mới về tới nơi
slon dá Chắng chồm ti vi,học xong mới xem ti vi
Chắng,vừa
Te Chắng pây,nó vừa đi
Chắng chắng,ào ào
Chắng chắng,ồn ào
Chắp,cái hộp
Chắp lao keo,hộp thuốc lào
Chắp,dính
Pùng Chắp kha,bùn dính chân
Chắp,đậu
Nổc Chắp tềnh cáng mạy,chim đậu trên cành cây
Bjoóc phông Chắp mác,ra hoa đậu quả
Chắp,khoanh tay
Chắp mừ nả ấc,khoanh tay trước ngực
Chắp che,vỏ bào
Chắp xặp,sửa soạn
Chắp xặp slửa khóa,sửa soạn quần áo
Chắp xặp,chuẩn bị
Chắp xặp pây háng,chuẩn bị đi chợ
Chặp,"chồng, xấp"
Chặp sléc,chồng sách
Chặp chỉa,xấp giấy
chắt,đánh chắt
Chắt,bịt
Chắt lù đươn cằn nà,bịt lỗ giun bờ ruộng
Chắt,rào
Chắt tàng,rào đường đi
Chăt,tắc
Chăt châu,tắc hơi thở
Chẩn tịnh,chắc chắn
Phuối hẩu Chẩn tịnh,nói cho chính xác
Chẩn xình,quả thật
Chẩn xình pây háng lẹ cạ căn đuổi,quả thật đi chợ thì bảo nhau với
Châng,cân nhau
"Háp khẩu pạng nắc pạng nẩư, bấu Châng căn",gánh thóc bên nặng bên nhẹ không cân nhau
Châng,xứng đôi
Chập,gặp
Chập căn chang háng,gặp nhau giữa chợ
Ni slưa Chập ma nuầy,tránh hổ gặp sói
Chập đây,gặp may
Chập rại,gặp rủi
Chẩu,chủ
Chẩu rườn,chủ nhà
"Chẩu rườn hứa phéc, po khéc ngám vừa","chủ nhà vã mồ hôi, người ngoài làm vừa sức"
Chẩu,mình
Chẩu táng hết,mình tự làm cho mình
Châu,dìu dắt
Châu pú ké pây tàng,dìu dắt ông già đi đường
Chậu,cái dậu
Chậu khẩu slan,dậu gạo
Châu,"hơi, hơi thở"
Au Châu,thở
Bắt Châu,tắc thở
Hết bấu lập au Châu,làm không kịp thở
Châu cò,tấm lòng
Châu cò chếp điếp,tấm lòng da diết
Châu fù,"nông nổi, thiếu chín chắn"
Chầu,lễ
Khươi Chầu tái,rể biếu lễ mẹ vợ
Chậu,phục dịch
Chậu nặm,phục dịch nước nôi
Lục Chậu,người phục dịch
Chậu,đưa
Chậu chỉa,"đưa thư, giấy má"
Chậu chọ,"phục dịch, hầu hạ"
Chầy,thôi
mì sloong cần Chầy,có hai người thôi
Chầy lá,thôi mà
Nhằng chạu Chầy lá,còn sớm thôi mà
Chầy lọ,thôi à
Chẳng slam pi Chầy lọ,mới ba năm thôi à
che,chê
che căn,chê nhau
Phôn Chè chè,mưa tầm tã
Mác chẻ slau,cà chua
Mác chẻ khưa,cà tím
che,ngâm
che chang nặm,ngâm dưới nước
che phon,tôi vôi
chen,rán
Pẻng chen,bánh rán
chen pja,rán cá
chèn,tiền
Mì ngần mì chèn,có bạc có tiền
chèn,đồng cân
chèn kim nâng,một đồng cân vàng
chèn,rau má
íp phjắc chèn,hái rau má
Chèn mồm,tiền tử tuất
chen,rẻ
Cúa chen,đồ rẻ tiền
chen,coi thường
Chen slướng,phận hèn
chẻn,cái chén
chẻn meng,cái chén bằng sứ
cheng,"tranh, tranh giành"
Tò cheng,tranh nhau
cheng đin nà,tranh giành ruộng đất
Cheng chám,tranh thủ
Cheng cháp,xâm chiếm
Cheng quây,sai lệch
chéng,tranh ảnh
Bâu chéng,bức họa
cheo,"pha, hòa"
Da cheo nặm thương,thuốc hòa nước đường
chèo,dong dỏng
Đang chèo,người dong dỏng cao
chéo chéo,leo lét
Chế,thế
Lăng hết pện Chế,sao lại làm thế
Chếp,đau
Hua Chếp,đau đầu
Chếp,"cay cú, cay độc"
Phuối Chếp,nói cay độc
Chếp khắt,đau chuyển dạ
